Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,19.0%,50,9.61538461
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,19.0%,0,0
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,19.0%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,21.0%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,19.0%,50,9.61538461
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,19.0%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,100,11.76470588
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,12.0%,50,5.8823529409999997
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,14.0%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,21.0%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,100,11.76470588
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,14.0%,0,0.000000000000000
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,100,17.647058820000002
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,50,5.88235294
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,100,11.76470588
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,18.0%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,18.0%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,21.0%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,100,21.05263158
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,0,0.000000000000000
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,50,8.823529411999999
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,100,21.05263158
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,100,11.76470588
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,12.0%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,21.0%,50,10.52631579
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,100,17.647058820000002
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,19.0%,100,19.23076923
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,50,8.823529411999999
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,50,8.823529411999999
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,19.0%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,18.0%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,18.0%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,50,5.88235294
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,50,5.88235294
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,100,17.647058820000002
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,0,0.00000000
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,0,0.000000000000000
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,50,8.823529411999999
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,18.0%,0,0.000000000000000
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,18.0%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,¿Utiliza estándar GRI? Si/No,Si,Información general,Acción Climática y Energía,12.0%,50,5.88235294
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,¿Utiliza estándar GRI? Si/No,0,Información general,Acción Climática y Energía,19.0%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,21.0%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,¿Utiliza estándar GRI? Si/No,No,Información general,Acción Climática y Energía,21.0%,100,21.05263158
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,19.0%,0,0.0000000000000000
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,97.653689740000004,20.55867152
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,99.168253680000007,20.87752709
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,14.0%,88.077253339999999,12.5824647600000006
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,0,0.0000000000000000
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,99.98535287,11.762982689999999
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,99.999989830000004,11.764704690000000
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,96.920872549999999,20.40439422
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,100,21.05263158
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,93.007156769999995,10.942018440000000
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,97.477318870000005,11.467919869999999
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,19.0%,0,0.000000000
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.0000000000000000
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.340411189999998,11.6871071999999998
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,87.096253099999998,18.33605328
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,99.171719260000003,20.87825669
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,100,14.28571429
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,72.334046490000006,10.333435209999999
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,89.338126489999993,12.762589500000001
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,99.408302559999996,17.5426416299999985
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,3.5867951570000001,0.63296385099999997
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,100,11.764705879999999
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,87.745820550000005,16.874196260000002
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,19.0%,0,0.00000000
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,78.664949370000002,9.254699926000001
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,94.827615570000006,11.156190069999999
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,98.2191847,20.677723100000001
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,98.139116090000002,20.66086655
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.000000000000000
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,18.0%,99.570518719999995,17.571268010000001
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,19.0%,95.582116690000007,18.381176290
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.419790509999999,11.6964459400000003
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,93.864601469999997,11.042894290000000
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,19.0%,100,19.230769230
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,97.295074729999996,18.71059129
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,99.913070419999997,21.03433061
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,19.0%,99.026245119999999,19.043508680
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,99.631278809999998,11.721326919999999
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.983094769999994,11.7627170299999992
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,0,0.000000000000000
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.000000000000000
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.868969199999995,11.7492904899999999
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,93.317144589999998,10.978487599999999
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,98.837982359999998,20.80799629
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,99.974167780000002,17.642500200000001
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,99.996741689999993,17.6464838300000011
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,12.0%,96.418654320000002,11.343371100000001
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,12.0%,0,0
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,99.966461910000007,21.04557093
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,21.0%,96.741074260000005,20.36654195
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.000000000000000
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,19.0%,99.512263079999997,19.13697367
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,99.364616069999997,17.5349322500000007
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.0000000000000000
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.801958580000004,11.7414068900000004
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,99.990241350000005,11.7635578100000000
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,18.0%,41.42692469,7.310633770000000
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,12.0%,99.956282380000005,11.75956263
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,100,17.647058820000002
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.0000000000000000
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,93.890156160000004,16.568851089999999
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,18.0%,0,0
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,Acción climática (0-2),1,Impacto ambiental,Acción Climática y Energía,12.0%,97.693971910000002,11.4934084599999995
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,Acción climática (0-2),0,Impacto ambiental,Acción Climática y Energía,21.0%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,Acción climática (0-2),2,Impacto ambiental,Acción Climática y Energía,21.0%,0,0.00000000
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Alcance 1 en t CO2 eq,95363.050000000003,Impacto ambiental,Acción Climática y Energía,19.0%,0,0
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Alcance 1 en t CO2 eq,109100,Impacto ambiental,Acción Climática y Energía,21.0%,21.104711680000001,4.443097195000000
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Alcance 1 en t CO2 eq,39175,Impacto ambiental,Acción Climática y Energía,21.0%,89.663451530000003,18.876516110000001
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Alcance 1 en t CO2 eq,9046,Impacto ambiental,Acción Climática y Energía,14.0%,0,0
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Alcance 1 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,18.0%,0,0.000000000000000
