Razón social,Macrosector,"Tipo de propiedad (Privada, Pública, Mixta)",¿Es empresa familiar? Si/No,¿Cotiza en bolsa? Si/No,¿Multinacional? Si/No,Año de fundación,País de base principal (nacionalidad),Ingresos operacionales,Variable,Valor,Bloque,Nombre Pilar,Ponderación Materialidad,Valoración,valoracionPonderada
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Alcance 2 en t CO2 eq,108148.14999999999,Impacto ambiental,Acción Climática y Energía,12%,4.5486796380000003,0.53513878100000001
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Alcance 2 en t CO2 eq,72055,Impacto ambiental,Acción Climática y Energía,21%,0,0
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Alcance 2 en t CO2 eq,86306.289999999994,Impacto ambiental,Acción Climática y Energía,12%,23.826257439999999,2.8030891109999998
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Alcance 2 en t CO2 eq,20902,Impacto ambiental,Acción Climática y Energía,12%,81.551940569999999,9.5943459499999992
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Alcance 2 en t CO2 eq,25930,Impacto ambiental,Acción Climática y Energía,21%,64.013600719999999,13.47654752
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Alcance 2 en t CO2 eq,2948,Impacto ambiental,Acción Climática y Energía,21%,95.908680869999998,20.191301240000001
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Alcance 2 en t CO2 eq,178.90000000000001,Impacto ambiental,Acción Climática y Energía,14%,66.308851219999994,9.4726930320000005
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Alcance 2 en t CO2 eq,421,Impacto ambiental,Acción Climática y Energía,14%,20.71563089,2.959375841
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Alcance 2 en t CO2 eq,2325,Impacto ambiental,Acción Climática y Energía,18%,96.9031959,17.10056398
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Alcance 2 en t CO2 eq,44060,Impacto ambiental,Acción Climática y Energía,18%,41.313897390000001,7.2906877750000003
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Alcance 2 en t CO2 eq,4689,Impacto ambiental,Acción Climática y Energía,12%,95.861498870000005,11.277823400000001
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Alcance 2 en t CO2 eq,42122,Impacto ambiental,Acción Climática y Energía,19%,95.101477860000003,18.28874574
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Alcance 2 en t CO2 eq,859892,Impacto ambiental,Acción Climática y Energía,19%,0,0
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Alcance 2 en t CO2 eq,19200.66,Impacto ambiental,Acción Climática y Energía,12%,83.053539529999995,9.7710046510000002
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Alcance 2 en t CO2 eq,113301.89,Impacto ambiental,Acción Climática y Energía,12%,0,0
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Alcance 2 en t CO2 eq,12546.950000000001,Impacto ambiental,Acción Climática y Energía,21%,82.586982169999999,17.38673309
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Alcance 2 en t CO2 eq,75077.399999999994,Impacto ambiental,Acción Climática y Energía,18%,0,0
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Alcance 2 en t CO2 eq,66981,Impacto ambiental,Acción Climática y Energía,19%,92.210533420000004,17.732794890000001
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Alcance 2 en t CO2 eq,593,Impacto ambiental,Acción Climática y Energía,12%,99.476619499999998,11.703131709999999
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Alcance 2 en t CO2 eq,5074,Impacto ambiental,Acción Climática y Energía,12%,95.521698709999995,11.23784691
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Alcance 2 en t CO2 eq,17590,Impacto ambiental,Acción Climática y Energía,19%,97.954394269999995,18.837383509999999
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Alcance 2 en t CO2 eq,226534,Impacto ambiental,Acción Climática y Energía,19%,73.655528829999994,14.164524780000001
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Alcance 2 en t CO2 eq,62.770000000000003,Impacto ambiental,Acción Climática y Energía,21%,99.912885990000007,21.034291790000001
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Alcance 2 en t CO2 eq,26237,Impacto ambiental,Acción Climática y Energía,19%,96.948802869999994,18.644000550000001
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Alcance 2 en t CO2 eq,16716,Impacto ambiental,Acción Climática y Energía,12%,85.246495010000004,10.028999410000001
Isagen,Servicios,Mixta,No,No,No,1995,Colombia,6.1355991599999999,Alcance 2 en t CO2 eq,1791,Impacto ambiental,Acción Climática y Energía,12%,98.419267320000003,11.578737329999999
ISMOCOL SA,Construcción,Privada,No,No,Si,1989,Colombia,0.75167738299999998,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,14%,100,14.28571429
Italcol,Manufactura,Privada,Si,No,No,1970,Colombia,3.1891452720000002,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
LATAM,Servicios,Privada,No,Si,Si,1929,Chile,2.3283445380000001,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,12%,0,0
MARVAL S.A.S.,Construcción,Privada,Si,No,No,1976,Colombia,0.98534294499999997,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
Mazda,Comercio,Privada,No,Si,Si,1920,Japón,1.8691417530000001,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Mercado Libre,Servicios,Privada,No,Si,Si,2009,Argentina,1.8581853669999999,Alcance 2 en t CO2 eq,28865.700000000001,Impacto ambiental,Acción Climática y Energía,12%,74.523196389999995,8.7674348700000007
Nestle,Manufactura,Mixta,No,Si,Si,1866,Suiza,2.0444698099999998,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Oleoducto Central (Ocensa),Servicios,Mixta,No,No,No,1994,Colombia,5.9751610780000002,Alcance 2 en t CO2 eq,39951,Impacto ambiental,Acción Climática y Energía,12%,64.739334889999995,7.61639234
Olímpica,Comercio,Privada,Si,No,No,1953,Colombia,7.1291921260000004,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Pepsico,Manufactura,Pública,No,Si,Si,1965,Estados Unidos,2.0973851419999998,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Petromil,Comercio,Privada,Si,No,No,1989,Colombia,3.0305383369999999,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
POLLOS EL BUCANERO S.A. (Cargill),Manufactura,Privada,No,No,Si,1986,Colombia,2.2734296359999999,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Postobón,Manufactura,Privada,No,No,No,1904,Colombia,2.8467005310000002,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Pricesmart,Comercio,Privada,No,Si,Si,1993,Estados Unidos,2.3607916150000001,Alcance 2 en t CO2 eq,69.817999999999998,Impacto ambiental,Acción Climática y Energía,18%,99.907005299999994,17.63064799
Primax,Comercio,Privada,No,No,Si,2005,Perú,10.52111942,Alcance 2 en t CO2 eq,860.20000000000005,Impacto ambiental,Acción Climática y Energía,18%,98.854249080000002,17.444867479999999
Productos Familia (Essity),Manufactura,Privada,No,No,Si,1958,Colombia,2.0172595470000001,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Promigas,Servicios,Privada,No,Si,No,1974,Colombia,2.2729038500000001,Alcance 2 en t CO2 eq,18395,Impacto ambiental,Acción Climática y Energía,12%,83.764613280000006,9.8546603860000008
Rappi,Servicios,Privada,No,No,Si,2015,Colombia,0.70314701400000001,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,12%,100,11.764705879999999
Reficar,Manufactura,Mixta,No,No,No,1956,Colombia,25.860914510000001,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Renault,Manufactura,Mixta,No,Si,Si,1898,Francia,2.4260392159999999,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Riopaila Castilla,Manufactura,Privada,No,Si,No,1998,Colombia,1.697301486,Alcance 2 en t CO2 eq,1847,Impacto ambiental,Acción Climática y Energía,21%,97.43668031,20.512985329999999
Samsung,Comercio,Privada,Si,Si,Si,1969,Corea del Sur,3.188315636,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
SierraCol Energy,Minero,Privada,No,No,Si,2020,Islas Caimán / EE.UU,1.943851598,Alcance 2 en t CO2 eq,94000,Impacto ambiental,Acción Climática y Energía,19%,89.068394639999994,17.128537430000002
Sodimac (Homecenter),Comercio,Privada,No,No,Si,1952,Chile,5.9910971069999999,Alcance 2 en t CO2 eq,15687.24,Impacto ambiental,Acción Climática y Energía,18%,79.105243389999998,13.959748830000001
Sucafina,Comercio,Privada,Si,No,Si,1977,Suiza,2.002301595,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Sunshine Bouquet,Agropecuario,Privada,Si,No,Si,1971,Estados Unidos,2.1567474139999998,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,0,0
Suramerica Comercial (Dollar City),Comercio,Privada,No,No,Si,2009,El Salvador,2.8694480090000001,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Tecnoquimicas,Comercio,Privada,Si,No,No,1934,Colombia,3.134365769,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Telefónica,Servicios,Mixta,No,Si,Si,1924,España,6.6721791020000003,Alcance 2 en t CO2 eq,4466,Impacto ambiental,Acción Climática y Energía,12%,96.058318180000001,11.30097861
Teleperformance,Servicios,Privada,No,Si,Si,1910,Francia,2.655177809,Alcance 2 en t CO2 eq,3305.1999999999998,Impacto ambiental,Acción Climática y Energía,12%,97.082837720000001,11.421510319999999
Terpel,Comercio,Privada,No,Si,Si,1968,Colombia,24.752011679999999,Alcance 2 en t CO2 eq,18595.740000000002,Impacto ambiental,Acción Climática y Energía,18%,75.231241359999999,13.27610142
Tigo,Servicios,Mixta,No,Si,Si,1979,Suecia,2.956157691,Alcance 2 en t CO2 eq,23065,Impacto ambiental,Acción Climática y Energía,12%,79.642881509999995,9.3697507659999992
Toyota,Comercio,Privada,No,Si,Si,1937,Japón,4.02823039,Alcance 2 en t CO2 eq,21.969999999999999,Impacto ambiental,Acción Climática y Energía,18%,99.970736869999996,17.641894740000001
Trafigura (Petroleum),Comercio,Privada,No,No,Si,1993,Suiza,4.8704234599999996,Alcance 2 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Uniban,Comercio,Privada,No,No,No,1966,Colombia,2.0461661379999998,Alcance 2 en t CO2 eq,2409,Impacto ambiental,Acción Climática y Energía,18%,96.791311370000003,17.080819649999999
Unilever,Comercio,Privada,No,Si,Si,1929,Reino Unido y Países Bajos,1.928223518,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Vanti,Servicios,Privada,No,No,No,1987,Colombia,0,Alcance 2 en t CO2 eq,2509.3099999999999,Impacto ambiental,Acción Climática y Energía,12%,97.785288489999999,11.504151589999999
Verano energy,Minero,Privada,No,No,Si,2016,Canadá,5.4833186859999996,Alcance 2 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,100,19.23076923
Yamaha,Manufactura,Privada,No,Si,Si,1955,Japón,1.8313776939999999,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
YARA COLOMBIA S.A.,Manufactura,Privada,No,No,Si,1993,Noruega,1.7653399919999999,Alcance 2 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Aliar,Agropecuario,Privada,No,No,No,2007,Colombia,0.97802211500000003,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,0,0
Alimentos Carnicos (Grupo Nutresa),Manufactura,Privada,No,Si,Si,1920,Colombia,2.844632077,Alcance 3 en t CO2 eq,33355,Impacto ambiental,Acción Climática y Energía,21%,98.950256870000004,20.831633029999999
Alpina,Manufactura,Privada,No,No,Si,1945,Colombia,2.1764613960000001,Alcance 3 en t CO2 eq,268028,Impacto ambiental,Acción Climática y Energía,21%,91.564666439999996,19.276771879999998
Amarilo,Construcción,Privada,Si,No,No,1993,Colombia,2.1863011939999999,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,14%,100,14.28571429
ARA,Comercio,Privada,No,No,Si,2012,Colombia,13.83118268,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
ARQUITECTURA Y CONCRETO,Construcción,Privada,Si,No,No,1990,Colombia,0.77142869199999997,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,14%,100,14.28571429
AUTOPISTA RIO MAGDALENA SAS,Construcción,Privada,No,No,No,2014,Colombia,1.314259836,Alcance 3 en t CO2 eq,142.88,Impacto ambiental,Acción Climática y Energía,14%,0,0
Avianca,Servicios,Privada,No,No,Si,1919,Colombia,15.10604245,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,12%,0,0
AVICOLA EL MADROÑO SA,Agropecuario,Privada,No,No,No,1987,Colombia,0.711210393,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,0,0
AVSA,Agropecuario,Privada,Si,No,No,1969,Colombia,2.4231643530000002,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Banco de Bogotá,Servicios,Privada,No,Si,No,1870,Colombia,0,Alcance 3 en t CO2 eq,626,Impacto ambiental,Acción Climática y Energía,12%,99.993365350000005,11.763925329999999
Bancolombia,Servicios,Privada,No,Si,Si,1875,Colombia,0,Alcance 3 en t CO2 eq,1545.3699999999999,Impacto ambiental,Acción Climática y Energía,12%,99.983621409999998,11.762778989999999
Bavaria (Kopps),Manufactura,Privada,No,No,Si,1889,Colombia,8.6157743510000007,Alcance 3 en t CO2 eq,933319,Impacto ambiental,Acción Climática y Energía,21%,70.626736460000004,14.86878662
BEL STAR S.A.,Manufactura,Privada,No,No,Si,2000,Colombia,1.8730507999999999,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Biomax,Comercio,Privada,No,No,No,2004,Colombia,4.5125503050000004,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
C.I Prodeco,Minero,Privada,No,No,Si,1990,Suiza,0.89502277900000005,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
CARTON DE COLOMBIA S.A. (Smurfit Kappa),Manufactura,Privada,No,No,Si,1944,Colombia,1.7785578609999999,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Celsia,Servicios,Privada,No,Si,Si,2001,Colombia,6.5475670460000002,Alcance 3 en t CO2 eq,452562.72999999998,Impacto ambiental,Acción Climática y Energía,12%,95.203518759999994,11.20041397
Cementos Argos,Manufactura,Privada,No,Si,Si,1934,Colombia,1.84479215,Alcance 3 en t CO2 eq,3177444,Impacto ambiental,Acción Climática y Energía,21%,0,0
Cencosud,Comercio,Privada,Si,Si,Si,1960,Chile,4.2128666020000001,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
Cenit,Servicios,Mixta,No,No,No,2012,Colombia,9.9777362400000005,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,12%,0,0
Cerrejón,Minero,Privada,No,No,Si,1976,Reino Unido / Suiza,6.0471020830000004,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Chevron,Comercio,Privada,No,No,Si,1879,Estados Unidos,5.8689859999999996,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,18%,0,0
CI Eslop,Comercio,Privada,Si,No,No,1997,Colombia,1.9766409730000001,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Claro,Servicios,Privada,No,No,Si,2003,Brasil,15.6020998,Alcance 3 en t CO2 eq,204552,Impacto ambiental,Acción Climática y Energía,12%,97.832057820000003,11.50965386
Coca Cola- Femsa,Manufactura,Mixta,No,Si,Si,1991,México,5.1614047279999999,Alcance 3 en t CO2 eq,964490,Impacto ambiental,Acción Climática y Energía,21%,69.645727820000005,14.662258489999999
Colgate,Manufactura,Privada,No,Si,Si,1806,Estados Unidos,2.382092359,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Colombina,Manufactura,Privada,Si,Si,Si,1932,Colombia,2.1928266769999998,Alcance 3 en t CO2 eq,9524,Impacto ambiental,Acción Climática y Energía,21%,99.700262219999999,20.989528889999999
Compañía Nacional de Chocolates,Manufactura,Privada,No,No,No,1920,Colombia,1.9433909700000001,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
CONCESIONARIA VIAL UNIÓN DEL SUR SAS,Construcción,Privada,No,No,No,2015,Colombia,0.76762142099999997,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
Conconcreto,Construcción,Privada,No,Si,Si,1961,Colombia,0.498844856,Alcance 3 en t CO2 eq,5.5,Impacto ambiental,Acción Climática y Energía,14%,96.150615900000005,13.735802270000001
CONSTRUCCIONES EL CONDOR S.A,Construcción,Privada,No,Si,Si,1979,Colombia,1.189537155,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
CONSTRUCTORA CAPITAL BOGOTA SAS,Construcción,Privada,Si,No,No,2008,Colombia,1.3132825420000001,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
CONSTRUCTORA COLPATRIA  SAS,Construcción,Privada,No,No,No,1977,Colombia,0.74612668500000001,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,14%,0,0
Corbeta,Comercio,Privada,Si,No,No,1938,Colombia,11.88773162,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Cruz Verde,Comercio,Privada,No,No,Si,1984,Chile,5.5116464790000004,Alcance 3 en t CO2 eq,157227,Impacto ambiental,Acción Climática y Energía,18%,96.968163899999993,17.11202892
D1,Comercio,Privada,Si,No,No,2009,Colombia,19.439396110000001,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,18%,0,0
Davivienda,Servicios,Privada,No,Si,No,1972,Colombia,0,Alcance 3 en t CO2 eq,77507,Impacto ambiental,Acción Climática y Energía,12%,99.178542890000003,11.668063869999999
Distracom,Comercio,Privada,Si,No,No,1997,Colombia,3.874476933,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,18%,100,17.647058820000002
Drummond,Minero,Privada,Si,No,Si,1935,Estados Unidos,11.49598948,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,19%,0,0
Ecopetrol,Minero,Mixta,No,Si,Si,1951,Colombia,113.9233103,Alcance 3 en t CO2 eq,151117258,Impacto ambiental,Acción Climática y Energía,19%,0,0
Emgesa,Servicios,Mixta,No,No,Si,1997,Colombia,15.780332550000001,Alcance 3 en t CO2 eq,707340.16000000003,Impacto ambiental,Acción Climática y Energía,12%,92.503262899999996,10.882736810000001
EPM,Servicios,Pública,No,No,Si,1955,Colombia,20.574477179999999,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,12%,0,0
ES Windows,Manufactura,Privada,No,No,Si,1985,Estados Unidos,2.6249202149999999,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Esenttia,Manufactura,Mixta,No,No,No,1990,Colombia,2.3114637089999999,Alcance 3 en t CO2 eq,1034.0799999999999,Impacto ambiental,Acción Climática y Energía,21%,99.967455599999994,21.045780130000001
Éxito,Comercio,Privada,No,No,Si,1949,Colombia,16.077688649999999,Alcance 3 en t CO2 eq,195991.70000000001,Impacto ambiental,Acción Climática y Energía,18%,96.220657329999995,16.980115999999999
Falabella,Comercio,Privada,Si,Si,Si,1889,Chile,2.3075606390000001,Alcance 3 en t CO2 eq,444610,Impacto ambiental,Acción Climática y Energía,18%,91.426506599999996,16.134089400000001
Frontera Energy,Minero,Privada,No,Si,Si,1985,Canadá,4.2502446559999996,Alcance 3 en t CO2 eq,8633088,Impacto ambiental,Acción Climática y Energía,19%,94.287159450000004,18.132146049999999
Gases del Caribe,Servicios,Privada,No,Si,No,1966,Colombia,2.6355685659999999,Alcance 3 en t CO2 eq,2139749,Impacto ambiental,Acción Climática y Energía,12%,77.321893180000004,9.0966933159999996
GEB,Servicios,Mixta,No,Si,Si,1896,Colombia,3.7166394839999999,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,12%,0,0
General Motors,Manufactura,Pública,No,Si,Si,1908,Estados Unidos,1.2123628230000001,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Geopark,Minero,Privada,No,Si,Si,2002,Chile,2.4203671080000002,Alcance 3 en t CO2 eq,4343445,Impacto ambiental,Acción Climática y Energía,19%,97.125778310000001,18.678034289999999
Gran Tierra Energy,Minero,Privada,No,Si,Si,2003,Canadá,1.3219259999999999,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Grupo Bios,Agropecuario,Privada,No,No,No,1985,Colombia,0.441609957,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
Grupo Diana,Manufactura,Privada,Si,No,No,1964,Colombia,2.4859553989999998,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,21%,100,21.05263158
Haceb,Manufactura,Privada,Si,No,No,1940,Colombia,1.340540112,Alcance 3 en t CO2 eq,No informa ,Impacto ambiental,Acción Climática y Energía,21%,0,0
Hocol,Minero,Privada,No,No,No,1956,Colombia,2.660692144,Alcance 3 en t CO2 eq,No informa,Impacto ambiental,Acción Climática y Energía,19%,0,0
INCUBADORA SANTANDER S.A. (Huevos Kikes),Agropecuario,Privada,Si,No,No,1962,Colombia,0.89448844999999999,Alcance 3 en t CO2 eq,0,Impacto ambiental,Acción Climática y Energía,19%,0,0
ISA,Servicios,Mixta,No,Si,Si,1967,Colombia,4.1309855679999998,Alcance 3 en t CO2 eq,325395,Impacto ambiental,Acción Climática y Energía,12%,96.551304579999993,11.35897701
